ｻｰﾋﾞｽ種類,区名,介護保険事業所番号,申請者-法人名,事業所-名称,事業所-郵便番号,事業所-所在地,事業所-直通電話番号,事業所-FAX番号,状態区分,介護,予防,経度,緯度
居宅介護支援,南区,3470110267,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬ居宅介護支援事業所信愛の郷,734-0047,広島市南区本浦町８番３９号,082-510-3372,082-510-3373,現存,○,,132.2915361,34.22278273
居宅介護支援,西区,3470205521,有限会社ＧＲＡＣＥ　ＡＧＥ,井口台介護ステーション,733-0844,広島市西区井口台一丁目１２番２９－１０２号,082-270-1028,082-270-1027,現存,○,,132.2255837,34.22393238
居宅介護支援,西区,3470214275,あいりは株式会社,あいりは在宅相談室広島西,733-0013,広島市西区横川新町１２番１３－２０３号,082-207-3219,082-258-5922,現存,○,,132.2649896,34.24263655
居宅介護支援,西区,3470203153,株式会社ベネッセスタイルケア,ベネッセ介護センター広島,733-0011,広島市西区横川町３－８－２第二信和ビル５Ｆ,082-207-1727,082-207-1728,現存,○,,132.2715382,34.24342912
居宅介護支援,西区,3470213582,社会福祉法人慈楽福祉会,居宅介護支援事業所ピア観音,733-0036,広島市西区観音新町一丁目７番４０号,082-503-7793,082-503-7774,現存,○,,132.254198,34.22267442
居宅介護支援,西区,3470200076,広島中央保健生活協同組合,広島中央保健生協居宅介護支援事業所,733-0031,広島市西区観音町１６番１９号,082-292-0852,082-292-0918,現存,○,,132.2613547,34.23403548
居宅介護支援,西区,3470209820,あなぶきメディカルケア株式会社,あなぶきケアサービス広島居宅介護支援事業所,733-0033,広島市西区観音本町一丁目１３番２８号,082-942-6355,082-942-6356,現存,○,,132.2613348,34.23197045
居宅介護支援,西区,3470215470,合同会社サピュイエ,ケアサポート杏樹,733-0033,広島市西区観音本町一丁目２２番３０号１Ｆ,082-232-4567,082-231-6877,現存,○,,132.2607681,34.2317322
居宅介護支援,西区,3470209226,ポスモプラザ株式会社,あいわ居宅介護支援事業所,733-0033,広島市西区観音本町二丁目１１番１５号,082-942-4411,082-942-4158,現存,○,,132.2554642,34.23225913
居宅介護支援,西区,3470209812,株式会社もみのき友,もみのき居宅介護支援事業所,733-0874,広島市西区古江西町１７番７号,082-208-2123,082-208-2124,現存,○,,132.2425292,34.23144236
居宅介護支援,西区,3470215074,TKBマネジメント合同会社,きありの居宅介護支援事業所,733-0872,広島市西区古江東町１９番１９－１０５号,080-1919-2192,082-548-5167,現存,○,,132.2447044,34.23254502
居宅介護支援,西区,3470207402,医療法人社団永慈会,居宅介護支援事業所ゆたか古江,733-0872,広島市西区古江東町７番２５号,082-527-0882,082-527-0890,現存,○,,132.2439814,34.23135256
居宅介護支援,西区,3470210521,医療法人社団石田内科,おれんじ居宅介護支援事業所,733-0815,広島市西区己斐上二丁目１１番３号,082-208-2132,082-272-2335,現存,○,,132.250953,34.24185577
居宅介護支援,西区,3470207998,有限会社めぐみ,めぐみ指定居宅介護支援事業所己斐,733-0815,広島市西区己斐上二丁目４３番２１号,082-271-7080,082-271-7081,現存,○,,132.2447992,34.24194632
居宅介護支援,西区,3470200555,社会福祉法人はばたきの里,はばたきの里居宅介護支援事業所,733-0815,広島市西区己斐上六丁目９３９番地の１,082-507-5866,082-275-0093,現存,○,,132.252525,34.25174194
居宅介護支援,西区,3470212204,株式会社スマイルケア,居宅介護支援事業所スマイルケア,733-0814,広島市西区己斐西町６番１５号,082-961-5766,082-299-7887,現存,○,,132.2528244,34.23542678
居宅介護支援,西区,3470213046,株式会社アイテック,居宅介護支援事業所かなで,733-0813,広島市西区己斐中一丁目９番１９－３０４号,082-961-5990,082-961-5991,現存,○,,132.252915,34.23590368
居宅介護支援,西区,3470204094,医療法人社団林医院,ルネッサンスホームエイド,733-0813,広島市西区己斐中二丁目１３番４２号タウニー１０２号室,082-272-6077,082-208-5200,休止,○,,132.2535224,34.24066023
居宅介護支援,西区,3470214101,医療法人　裕心会,医療法人裕心会ウィズ居宅介護支援事業所,733-0812,広島市西区己斐本町三丁目６－５フレグランス笹口Ａ棟１０１号,082-275-6030,,現存,○,,132.2533685,34.23435972
居宅介護支援,西区,3470200480,医療法人あかね会,土谷居宅介護支援事業所西広島,733-0812,広島市西区己斐本町二丁目７番１号,082-507-0866,082-507-0856,現存,○,,132.2536037,34.2341945
居宅介護支援,西区,3470212659,Common株式会社,コモン居宅介護支援事業所,733-0822,広島市西区庚午中四丁目１５番３５号,082-554-5211,082-554-5215,現存,○,,132.245622,34.22464971
居宅介護支援,西区,3470202171,医療法人光臨会,荒木居宅介護支援事業所,733-0821,広島市西区庚午北一丁目５番１５号,082-507-6300,082-507-6301,現存,○,,132.2522346,34.23272283
居宅介護支援,西区,3470200324,医療法人厚生堂,長崎病院居宅介護支援センター,733-0003,広島市西区三篠町一丁目８番２１号,082-230-8181,082-230-8182,現存,○,,132.2704476,34.2441517
居宅介護支援,西区,3470215868,株式会社アンビス,医心館居宅介護支援事業所広島横川,733-0005,広島市西区三滝町１２番２２号,082-836-7230,082-836-7231,現存,○,,132.2658831,34.24525043
居宅介護支援,西区,3470203617,医療法人みやうち,ケアプランオフィス三滝ひまわり,733-0802,広島市西区三滝本町二丁目１３番３４－２号,082-230-8321,082-230-8327,現存,○,,132.2636316,34.25040578
居宅介護支援,西区,3470200548,社会福祉法人燈心会,三滝苑居宅介護支援事業所,733-0802,広島市西区三滝本町二丁目１番１－２７号,082-237-8811,082-237-8813,現存,○,,132.2658506,34.2510163
居宅介護支援,西区,3470212725,株式会社河村福祉サービス,かわむらケアプランセンター,733-0853,広島市西区山田新町一丁目２３ー２２,082-5077800,082-507-7801,現存,○,,132.2331647,34.23528554
居宅介護支援,西区,3470200423,社会福祉法人広島県同胞援護財団,居宅介護支援事業所千歳園,733-0853,広島市西区山田新町二丁目７番２号,082-272-6937,082-273-8795,現存,○,,132.2312985,34.23574873
居宅介護支援,西区,3470200506,サンキ・ウエルビィ株式会社,サンキ・ウエルビィ介護センター本店,733-0833,広島市西区商工センター六丁目１番１１号,082-278-1330,082-278-2115,現存,○,,132.2322957,34.22104329
居宅介護支援,西区,3470215066,株式会社ニックス,ニックス西居宅介護支援事業所,733-0025,広島市西区小河内町一丁目４番１３号,082-299-6811,082-233-0294,現存,○,,132.2611996,34.23586459
居宅介護支援,西区,3470213590,株式会社インフィニ,居宅介護支援事業所手と手,733-0863,広島市西区草津南三丁目７番１３号,082-275-6639,082-533-8773,現存,○,,132.2341589,34.22370828
居宅介護支援,西区,3470208848,株式会社ｙａｓａｓｈｉｏ,三ツ星居宅介護支援事業所,733-0004,広島市西区打越町１２番６号サンパレスマツモト２階,082-962-6297,082-962-6298,現存,○,,132.2658277,34.24386226
居宅介護支援,西区,3470212006,株式会社だんだん,だんだん居宅介護支援事業所,733-0012,広島市西区中広町一丁目１８番２６－２０２号,082-533-8880,082-533-8860,現存,○,,132.2628116,34.24008525
居宅介護支援,西区,3470202197,社会福祉法人藤愛会,居宅介護支援事業所リバーサイド中広,733-0012,広島市西区中広町二丁目１５番１５号,082-235-0788,082-235-2341,現存,○,,132.2621245,34.24133005
居宅介護支援,西区,3470200498,医療法人社団光仁会,医療法人光仁会居宅介護支援事業所「リンデン」,733-0022,広島市西区天満町１３番１９号,082-297-7717,082-297-7311,現存,○,,132.2624359,34.23458307
居宅介護支援,西区,3470215645,株式会社ｈｉＹｏｒｉ,ケアサポートｈｉＹｏｒｉ,733-0022,広島市西区天満町１４番５－１０１号,082-208-4003,082-208-4009,現存,○,,132.2622121,34.23462916
居宅介護支援,西区,3470200175,医療法人和同会,居宅介護支援事業所おまかせ西広島,733-0851,広島市西区田方二丁目１６番４５号,082-507-1288,082-507-1295,現存,○,,132.2346084,34.23304052
居宅介護支援,西区,3470214002,スマイリーここあ株式会社,ここあ,733-0023,広島市西区都町９番３号ハイツ達川１階,082-533-6434,082-533-6435,現存,○,,132.2616644,34.23540214
居宅介護支援,西区,3470208855,株式会社幸の樹,居宅介護支援事業所しあわせの樹,733-0032,広島市西区東観音町１８番１５-２０１号,082-532-7274,082-532-7273,現存,○,,132.2619364,34.23274889
居宅介護支援,西区,3470216064,有限会社リラックス,居宅介護支援事業所りらっくす,733-0035,広島市西区南観音一丁目１１番４１－１０１号,082-209-3003,082-208-2955,現存,○,,132.2557436,34.22586089
居宅介護支援,西区,3470204235,生活協同組合ひろしま,生協ひろしま居宅介護支援事業所・広島中,733-0035,広島市西区南観音七丁目１６ー１５タワービルカワムラⅢ３階,082-503-0681,082-295-7080,現存,○,,132.2544187,34.22428994
居宅介護支援,西区,3470214952,株式会社Trigger,Re.Start,733-0035,広島市西区南観音二丁目５番２４号沖ビル２０３号,082-942-4200,082-942-4211,休止,○,,132.2552514,34.23014565
居宅介護支援,西区,3470209796,株式会社つなぐ,居宅介護支援事業所つなぐ,733-0002,広島市西区楠木町一丁目１３番６号,082-299-7154,082-297-2901,現存,○,,132.2718807,34.24283582
居宅介護支援,西区,3470200316,社会福祉法人くすの木の会,くすの木苑居宅介護支援事業所,733-0024,広島市西区福島町二丁目３３番３０号,082-291-2734,082-291-2798,現存,○,,132.2549173,34.23305203
居宅介護支援,西区,3470102132,有限会社ナックユノ,ありらん,733-0024,広島市西区福島町二丁目４番９号,082-234-1112,082-234-9230,現存,○,,132.2557993,34.2340441
居宅介護支援,西区,3470201405,医療法人社団玉章会,玉章会居宅介護支援事業所,733-0852,広島市西区鈴が峰町１４番２０号,082-277-7150,082-277-7150,現存,○,,132.2349658,34.22558114
居宅介護支援,西区,3470211628,社会福祉法人ともえ福祉会,居宅介護支援事業所ともの家,733-0852,広島市西区鈴が峰町４１番１８号,082-270-0145,082-270-0146,休止,○,,132.2334804,34.22482807
居宅介護支援,安佐南区,3470212584,株式会社Seiwa,居宅介護支援事業所ハピネス安東,731-0153,広島市安佐南区安東六丁目４番５２－５号,082-832-8817,082-878-8818,現存,○,,132.2714098,34.28366423
居宅介護支援,安佐南区,3470202924,株式会社オムエル,オムエル祇園居宅介護支援事業所,731-0138,広島市安佐南区祇園五丁目２番４５－３０３号祇園クリニックビル３階,082-874-8150,082-875-0070,現存,○,,132.273803,34.26500449
居宅介護支援,安佐南区,3470214424,合同会社オフィスＳｏｒａ彩,ケアマネオフィスそらいろ,731-0138,広島市安佐南区祇園三丁目１６番１－１０１号,082-962-4985,082-962-9588,現存,○,,132.2736874,34.26272542
居宅介護支援,安佐南区,3470215561,医療法人広島ハートセンター,広島ハートケアプランセンター,731-0138,広島市安佐南区祇園二丁目２番７号祇園第１ビル１０２,082-207-4770,082-225-7571,現存,○,,132.2803879,34.26535374
居宅介護支援,安佐南区,3470200266,医療法人メディカルパーク,野村病院居宅介護支援事業所「あさみなみ」,731-0138,広島市安佐南区祇園二丁目４２番１４号,082-875-1585,082-875-6125,現存,○,,132.2754518,34.26200093
居宅介護支援,安佐南区,3470207550,医療法人ユア・メディック,ケアプランよりしま,731-0138,広島市安佐南区祇園二丁目４４番６号,082-962-1232,082-850-1028,現存,○,,132.2751131,34.26245322
居宅介護支援,安佐南区,3470210703,株式会社Shine,介護相談室かがやき,731-0138,広島市安佐南区祇園二丁目４７番８号,082-209-6641,082-209-6664,現存,○,,132.2751041,34.26209505
居宅介護支援,安佐南区,3470214960,株式会社ダイキ,居宅介護支援事業所古の市,731-0123,広島市安佐南区古市三丁目５番３号,082-876-3903,082-299-0300,現存,○,,132.2811483,34.27051965
居宅介護支援,安佐南区,3470215850,株式会社幸和,さくら支援ステーションふるいちばし,731-0123,広島市安佐南区古市四丁目４番２８号クレスト古市橋２０３号室,090-4895-2969,,休止,○,,132.2805148,34.27048448
